kode,nama,province,layer,markers
35.02.12.2016,Kauman,Jawa Timur,PRE_HINDU,ka-...-an (kauman)
35.02.13.2001,Dayakan,Jawa Timur,UNKNOWN,
35.02.13.2002,Karangan,Jawa Timur,PRE_HINDU,[karang]; ka-...-an (karangan)
35.02.13.2003,Tanjunggunung,Jawa Timur,PRE_HINDU,[tanjung]
35.02.13.2004,Karangjoho,Jawa Timur,PRE_HINDU,[karang]
35.02.13.2005,Tanjungrejo,Jawa Timur,MIXED,-rejo; [tanjung]
35.02.13.2006,Bandaralim,Jawa Timur,UNKNOWN,
35.02.13.2007,Kapuran,Jawa Timur,MIXED,[pura]; ka-...-an (kapuran)
35.02.13.2008,Watubonang,Jawa Timur,PRE_HINDU,watu-
35.02.13.2009,Biting,Jawa Timur,UNKNOWN,
35.02.13.2010,Badegan,Jawa Timur,UNKNOWN,
35.02.14.2001,Sampung,Jawa Timur,UNKNOWN,
35.02.14.2002,Pohijo,Jawa Timur,UNKNOWN,
35.02.14.2003,Jenangan,Jawa Timur,UNKNOWN,
35.02.14.2004,Nglurup,Jawa Timur,UNKNOWN,
35.02.14.2005,Tulung,Jawa Timur,UNKNOWN,
35.02.14.2006,Carangrejo,Jawa Timur,SANSKRIT,-rejo
35.02.14.2007,Pagerukir,Jawa Timur,UNKNOWN,
35.02.14.2008,Kunti,Jawa Timur,UNKNOWN,
35.02.14.2009,Glinggang,Jawa Timur,UNKNOWN,
35.02.14.2010,Gelangkulon,Jawa Timur,UNKNOWN,
35.02.14.2011,Karangwaluh,Jawa Timur,PRE_HINDU,[karang]
35.02.14.2012,Ringinputih,Jawa Timur,UNKNOWN,
35.02.15.2001,Sukorejo,Jawa Timur,SANSKRIT,-rejo
35.02.15.2002,Bangunrejo,Jawa Timur,SANSKRIT,-rejo
35.02.15.2003,Sidorejo,Jawa Timur,SANSKRIT,-rejo
35.02.15.2004,Nambangrejo,Jawa Timur,SANSKRIT,-rejo
35.02.15.2005,Lengkong,Jawa Timur,UNKNOWN,
35.02.15.2006,Gelang Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.02.15.2007,Serangan,Jawa Timur,UNKNOWN,
35.02.15.2008,Nampan,Jawa Timur,UNKNOWN,
35.02.15.2009,Kranggan,Jawa Timur,UNKNOWN,
35.02.15.2010,Golan,Jawa Timur,UNKNOWN,
35.02.15.2011,Prajegan,Jawa Timur,UNKNOWN,
35.02.15.2012,Kedungbanteng,Jawa Timur,PRE_HINDU,kedung-
35.02.15.2013,Karanglo Lor,Jawa Timur,PRE_HINDU,[karang]; [lor]; [dir:lor]
35.02.15.2014,Gegeran,Jawa Timur,UNKNOWN,
35.02.15.2015,Gandukepuh,Jawa Timur,UNKNOWN,
35.02.15.2016,Kalimalang,Jawa Timur,PRE_HINDU,kali-
35.02.15.2017,Sragi,Jawa Timur,UNKNOWN,
35.02.15.2018,Morosari,Jawa Timur,SANSKRIT,-sari
35.02.16.1001,Kertosari,Jawa Timur,SANSKRIT,-sari
35.02.16.1003,Patihan Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.02.16.1005,Kadipaten,Jawa Timur,UNKNOWN,
35.02.16.2002,Cekok,Jawa Timur,UNKNOWN,
35.02.16.2004,Japan,Jawa Timur,UNKNOWN,
35.02.16.2006,Gupolo,Jawa Timur,UNKNOWN,
35.02.16.2007,Polorejo,Jawa Timur,SANSKRIT,-rejo
35.02.16.2008,Bareng,Jawa Timur,UNKNOWN,
35.02.16.2009,Ngunut,Jawa Timur,UNKNOWN,
35.02.16.2010,Sukosari,Jawa Timur,SANSKRIT,-sari
35.02.16.2011,Lembah,Jawa Timur,PRE_HINDU,lembah-
35.02.16.2012,Pondok,Jawa Timur,UNKNOWN,
35.02.16.2013,Babadan,Jawa Timur,UNKNOWN,
35.02.16.2014,Purwosari,Jawa Timur,SANSKRIT,-sari
35.02.16.2015,Trisono,Jawa Timur,UNKNOWN,
35.02.17.1001,Paju,Jawa Timur,UNKNOWN,
35.02.17.1002,Brotonegaran,Jawa Timur,SANSKRIT,[negara]
35.02.17.1003,Pakunden,Jawa Timur,UNKNOWN,
35.02.17.1004,Kepatihan,Jawa Timur,UNKNOWN,
35.02.17.1005,Surodikraman,Jawa Timur,ARABIC,-aman
35.02.17.1006,Purbosuman,Jawa Timur,UNKNOWN,
35.02.17.1007,Tonatan,Jawa Timur,UNKNOWN,
35.02.17.1008,Bangunsari,Jawa Timur,SANSKRIT,-sari
35.02.17.1009,Tamanarum,Jawa Timur,UNKNOWN,
35.02.17.1010,Kauman,Jawa Timur,PRE_HINDU,ka-...-an (kauman)
35.02.17.1011,Tambakbayan,Jawa Timur,UNKNOWN,
35.02.17.1012,Pinggirsari,Jawa Timur,SANSKRIT,-sari
35.02.17.1013,Mangkujayan,Jawa Timur,SANSKRIT,[jaya]
35.02.17.1014,Banyudono,Jawa Timur,PRE_HINDU,banyu-
35.02.17.1015,Nologaten,Jawa Timur,UNKNOWN,
35.02.17.1016,Cokromenggalan,Jawa Timur,UNKNOWN,
35.02.17.1017,Keniten,Jawa Timur,UNKNOWN,
35.02.17.1018,Jingglong,Jawa Timur,UNKNOWN,
35.02.17.1019,Beduri,Jawa Timur,UNKNOWN,
35.02.18.1001,Setono,Jawa Timur,UNKNOWN,
35.02.18.1002,Singosaren,Jawa Timur,UNKNOWN,
35.02.18.2003,Mrican,Jawa Timur,UNKNOWN,
35.02.18.2004,Plalangan,Jawa Timur,UNKNOWN,
35.02.18.2005,Nglayang,Jawa Timur,UNKNOWN,
35.02.18.2006,Jenangan,Jawa Timur,UNKNOWN,
35.02.18.2007,Jimbe,Jawa Timur,UNKNOWN,
35.02.18.2008,Ngrupit,Jawa Timur,UNKNOWN,
35.02.18.2009,Pintu,Jawa Timur,UNKNOWN,
35.02.18.2010,Sedah,Jawa Timur,UNKNOWN,
35.02.18.2011,Panjeng,Jawa Timur,UNKNOWN,
35.02.18.2012,Sraten,Jawa Timur,UNKNOWN,
35.02.18.2013,Semanding,Jawa Timur,UNKNOWN,
35.02.18.2014,Tanjungsari,Jawa Timur,MIXED,-sari; [tanjung]
35.02.18.2015,Paringan,Jawa Timur,UNKNOWN,
35.02.18.2016,Wates,Jawa Timur,UNKNOWN,
35.02.18.2017,Kemiri,Jawa Timur,UNKNOWN,
35.02.19.2001,Ngrogung,Jawa Timur,UNKNOWN,
35.02.19.2002,Sahang,Jawa Timur,UNKNOWN,
35.02.19.2003,Wagir Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.02.19.2004,Talun,Jawa Timur,UNKNOWN,
35.02.19.2005,Gondowido,Jawa Timur,UNKNOWN,
35.02.19.2006,Pupus,Jawa Timur,UNKNOWN,
35.02.19.2007,Ngebel,Jawa Timur,UNKNOWN,
35.02.19.2008,Sempu,Jawa Timur,UNKNOWN,
35.02.20.2001,Jonggol,Jawa Timur,UNKNOWN,
35.02.20.2002,Poko,Jawa Timur,UNKNOWN,
35.02.20.2003,Sendang,Jawa Timur,PRE_HINDU,sendang-
35.02.20.2004,Bringinan,Jawa Timur,UNKNOWN,
35.02.20.2005,Karanglo Kidul,Jawa Timur,PRE_HINDU,[karang]; [kidul]; [dir:kidul]
35.02.20.2006,Krebet,Jawa Timur,UNKNOWN,
35.02.20.2007,Bulu Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.02.20.2008,Jambon,Jawa Timur,UNKNOWN,
35.02.20.2009,Blembem,Jawa Timur,UNKNOWN,
35.02.20.2010,Pulosari,Jawa Timur,SANSKRIT,-sari
35.02.20.2011,Menang,Jawa Timur,UNKNOWN,
35.02.20.2012,Srandil,Jawa Timur,UNKNOWN,
35.02.20.2013,Sidoharjo,Jawa Timur,SANSKRIT,-harjo
35.02.21.2001,Bareng,Jawa Timur,UNKNOWN,
35.02.21.2002,Tambang,Jawa Timur,UNKNOWN,
35.02.21.2003,Krisik,Jawa Timur,UNKNOWN,
35.02.21.2004,Pudak Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.02.21.2005,Banjarejo,Jawa Timur,MIXED,-rejo; banjar-
35.02.21.2006,Pudak Kulon,Jawa Timur,PRE_HINDU,[kulon]; [dir:kulon]
35.03.01.2001,Besuki,Jawa Timur,UNKNOWN,
35.03.01.2002,Terbis,Jawa Timur,UNKNOWN,
35.03.01.2003,Karangtengah,Jawa Timur,PRE_HINDU,[karang]
35.03.01.2004,Wonocoyo,Jawa Timur,PRE_HINDU,wono-
35.03.01.2005,Depok,Jawa Timur,UNKNOWN,
35.03.01.2006,Kertosono,Jawa Timur,UNKNOWN,
35.03.01.2007,Gayam,Jawa Timur,UNKNOWN,
35.03.01.2008,Panggul,Jawa Timur,UNKNOWN,
35.03.01.2009,Bodag,Jawa Timur,UNKNOWN,
35.03.01.2010,Tangkil,Jawa Timur,UNKNOWN,
35.03.01.2011,Nglebeng,Jawa Timur,UNKNOWN,
35.03.01.2012,Banjar,Jawa Timur,PRE_HINDU,banjar-
35.03.01.2013,Ngrencak,Jawa Timur,UNKNOWN,
35.03.01.2014,Barang,Jawa Timur,UNKNOWN,
35.03.01.2015,Sawahan,Jawa Timur,PRE_HINDU,sawah-
35.03.01.2016,Manggis,Jawa Timur,UNKNOWN,
35.03.01.2017,Ngrambingan,Jawa Timur,UNKNOWN,
35.03.02.2001,Ngulungkulon,Jawa Timur,UNKNOWN,
35.03.02.2002,Sobo,Jawa Timur,UNKNOWN,
35.03.02.2003,Ngulungwetan,Jawa Timur,UNKNOWN,
35.03.02.2004,Craken,Jawa Timur,UNKNOWN,
35.03.02.2005,Masaran,Jawa Timur,UNKNOWN,
35.03.02.2006,Tawing,Jawa Timur,UNKNOWN,
35.03.02.2007,Karangturi,Jawa Timur,PRE_HINDU,[karang]
35.03.02.2008,Munjungan,Jawa Timur,UNKNOWN,
35.03.02.2009,Besuki,Jawa Timur,UNKNOWN,
35.03.02.2010,Bendoroto,Jawa Timur,UNKNOWN,
35.03.02.2011,Bangun,Jawa Timur,UNKNOWN,
35.03.03.2001,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.03.03.2002,Puyung,Jawa Timur,UNKNOWN,
35.03.03.2003,Joho,Jawa Timur,UNKNOWN,
35.03.03.2004,Kembangan,Jawa Timur,UNKNOWN,
35.03.03.2005,Pakel,Jawa Timur,UNKNOWN,
35.03.03.2006,Pule,Jawa Timur,UNKNOWN,
35.03.03.2007,Tanggaran,Jawa Timur,UNKNOWN,
35.03.03.2008,Karanganyar,Jawa Timur,PRE_HINDU,[karang]
35.03.03.2009,Jombok,Jawa Timur,UNKNOWN,
35.03.03.2010,Sukokidul,Jawa Timur,UNKNOWN,
35.03.04.2001,Cakul,Jawa Timur,UNKNOWN,
35.03.04.2002,Siki,Jawa Timur,UNKNOWN,
35.03.04.2003,Watuagung,Jawa Timur,MIXED,-agung; watu-
35.03.04.2004,Pandean,Jawa Timur,UNKNOWN,
35.03.04.2005,Petung,Jawa Timur,UNKNOWN,
35.03.04.2006,Salamwates,Jawa Timur,UNKNOWN,
35.03.04.2007,Dongko,Jawa Timur,UNKNOWN,
35.03.04.2008,Sumberbening,Jawa Timur,PRE_HINDU,sumber-
35.03.04.2009,Ngerdani,Jawa Timur,UNKNOWN,
35.03.04.2010,Pringapus,Jawa Timur,PRE_HINDU,pring-
35.03.05.2001,Nglinggis,Jawa Timur,UNKNOWN,
35.03.05.2002,Gading,Jawa Timur,UNKNOWN,
35.03.05.2003,Duren,Jawa Timur,UNKNOWN,
35.03.05.2004,Pucanganak,Jawa Timur,UNKNOWN,
35.03.05.2005,Ngepeh,Jawa Timur,UNKNOWN,
35.03.05.2006,Jambu,Jawa Timur,UNKNOWN,
35.03.05.2007,Dermosari,Jawa Timur,SANSKRIT,-sari
35.03.05.2008,Sukorejo,Jawa Timur,SANSKRIT,-rejo
35.03.05.2009,Tumpuk,Jawa Timur,UNKNOWN,
35.03.05.2010,Winong,Jawa Timur,UNKNOWN,
35.03.05.2011,Tegaren,Jawa Timur,UNKNOWN,
35.03.05.2012,Gondang,Jawa Timur,UNKNOWN,
35.03.05.2013,Nglongsor,Jawa Timur,UNKNOWN,
35.03.05.2014,Banaran,Jawa Timur,UNKNOWN,
35.03.05.2015,Prambon,Jawa Timur,UNKNOWN,
35.03.06.2001,Kayen,Jawa Timur,UNKNOWN,
35.03.06.2002,Jati,Jawa Timur,PRE_HINDU,jati-
35.03.06.2003,Karangan,Jawa Timur,PRE_HINDU,[karang]; ka-...-an (karangan)
35.03.06.2004,Kerjo,Jawa Timur,UNKNOWN,
35.03.06.2005,Kedungsigit,Jawa Timur,PRE_HINDU,kedung-
35.03.06.2006,Salamrejo,Jawa Timur,SANSKRIT,-rejo
35.03.06.2007,Sukowetan,Jawa Timur,UNKNOWN,
35.03.06.2008,Ngentrong,Jawa Timur,UNKNOWN,
35.03.06.2009,Sumber,Jawa Timur,PRE_HINDU,sumber-
35.03.06.2010,Buluagung,Jawa Timur,SANSKRIT,-agung
35.03.06.2011,Sumberingin,Jawa Timur,PRE_HINDU,sumber-
35.03.06.2012,Jatiprahu,Jawa Timur,PRE_HINDU,jati-
35.03.07.2001,Ngadimulyo,Jawa Timur,SANSKRIT,-mulyo
35.03.07.2002,Bogoran,Jawa Timur,UNKNOWN,
35.03.07.2003,Timahan,Jawa Timur,UNKNOWN,
35.03.07.2004,Bendoagung,Jawa Timur,SANSKRIT,-agung
35.03.07.2005,Karangrejo,Jawa Timur,MIXED,-rejo; [karang]
35.03.07.2006,Sugihan,Jawa Timur,UNKNOWN,
35.03.07.2007,Senden,Jawa Timur,UNKNOWN,
35.03.08.2001,Karanggandu,Jawa Timur,PRE_HINDU,[karang]
35.03.08.2002,Sawahan,Jawa Timur,PRE_HINDU,sawah-
35.03.08.2003,Dukuh,Jawa Timur,PRE_HINDU,dukuh-
35.03.08.2004,Pakel,Jawa Timur,UNKNOWN,
35.03.08.2005,Margomulyo,Jawa Timur,SANSKRIT,-mulyo
35.03.08.2006,Ngembel,Jawa Timur,UNKNOWN,
35.03.08.2007,Slawe,Jawa Timur,UNKNOWN,
35.03.08.2008,Gemaharjo,Jawa Timur,SANSKRIT,-harjo
35.03.08.2009,Watulimo,Jawa Timur,PRE_HINDU,watu-
35.03.08.2010,Watuagung,Jawa Timur,MIXED,-agung; watu-
35.03.08.2011,Prigi,Jawa Timur,UNKNOWN,
35.03.08.2012,Tasikmadu,Jawa Timur,UNKNOWN,
35.03.09.2001,Masaran,Jawa Timur,UNKNOWN,
35.03.09.2002,Sengon,Jawa Timur,UNKNOWN,
35.03.09.2003,Surenlor,Jawa Timur,UNKNOWN,
35.03.09.2004,Sumurup,Jawa Timur,PRE_HINDU,sumur-
35.03.09.2005,Srabah,Jawa Timur,UNKNOWN,
35.03.09.2006,Dompyong,Jawa Timur,UNKNOWN,
35.03.09.2007,Depok,Jawa Timur,UNKNOWN,
35.03.09.2008,Botoputih,Jawa Timur,UNKNOWN,
35.03.10.2001,Ngrayung,Jawa Timur,UNKNOWN,
35.03.10.2002,Wonorejo,Jawa Timur,MIXED,-rejo; wono-
35.03.10.2003,Sukorejo,Jawa Timur,SANSKRIT,-rejo
35.03.10.2004,Wonoanti,Jawa Timur,PRE_HINDU,wono-
35.03.10.2005,Jajar,Jawa Timur,UNKNOWN,
35.03.10.2006,Gandusari,Jawa Timur,SANSKRIT,-sari
35.03.10.2007,Widoro,Jawa Timur,UNKNOWN,
35.03.10.2008,Karanganyar,Jawa Timur,PRE_HINDU,[karang]
35.03.10.2009,Melis,Jawa Timur,UNKNOWN,
35.03.10.2010,Krandegan,Jawa Timur,UNKNOWN,
35.03.10.2011,Sukorame,Jawa Timur,UNKNOWN,
35.03.11.1002,Tamanan,Jawa Timur,UNKNOWN,
35.03.11.1003,Ngantru,Jawa Timur,UNKNOWN,
35.03.11.1005,Kelutan,Jawa Timur,UNKNOWN,
35.03.11.1006,Surodakan,Jawa Timur,UNKNOWN,
35.03.11.1007,Sumbergedong,Jawa Timur,PRE_HINDU,sumber-
35.03.11.2001,Ngares,Jawa Timur,UNKNOWN,
35.03.11.2004,Karangsoko,Jawa Timur,PRE_HINDU,[karang]
35.03.11.2008,Sambirejo,Jawa Timur,SANSKRIT,-rejo
35.03.11.2009,Sumberdadi,Jawa Timur,MIXED,-adi; sumber-
35.03.11.2010,Rejowinangun,Jawa Timur,SANSKRIT,[rejo]
35.03.11.2011,Sukosari,Jawa Timur,SANSKRIT,-sari
35.03.11.2012,Parakan,Jawa Timur,UNKNOWN,
35.03.11.2013,Dawuhan,Jawa Timur,UNKNOWN,
35.03.12.2001,Wonocoyo,Jawa Timur,PRE_HINDU,wono-
35.03.12.2002,Ngetal,Jawa Timur,UNKNOWN,
35.03.12.2003,Ngadirenggo,Jawa Timur,UNKNOWN,
35.03.12.2004,Pogalan,Jawa Timur,UNKNOWN,
35.03.12.2005,Ngulankulon,Jawa Timur,UNKNOWN,
35.03.12.2006,Bendorejo,Jawa Timur,SANSKRIT,-rejo
35.03.12.2007,Gembleb,Jawa Timur,UNKNOWN,
35.03.12.2008,Ngadirejo,Jawa Timur,SANSKRIT,-rejo
35.03.12.2009,Ngulanwetan,Jawa Timur,UNKNOWN,
35.03.12.2010,Kedunglurah,Jawa Timur,PRE_HINDU,kedung-
35.03.13.2001,Ngadisuko,Jawa Timur,UNKNOWN,
35.03.13.2002,Gador,Jawa Timur,UNKNOWN,
35.03.13.2003,Kendalrejo,Jawa Timur,SANSKRIT,-rejo
35.03.13.2004,Semarum,Jawa Timur,UNKNOWN,
35.03.13.2005,Sumberejo,Jawa Timur,MIXED,-rejo; sumber-
35.03.13.2006,Durenan,Jawa Timur,UNKNOWN,
35.03.13.2007,Pakis,Jawa Timur,UNKNOWN,
35.03.13.2008,Pandean,Jawa Timur,UNKNOWN,
35.03.13.2009,Panggungsari,Jawa Timur,SANSKRIT,-sari
35.03.13.2010,Sumbergayam,Jawa Timur,PRE_HINDU,sumber-
35.03.13.2011,Kamulan,Jawa Timur,PRE_HINDU,ka-...-an (kamulan)
35.03.13.2012,Malasan,Jawa Timur,UNKNOWN,
35.03.13.2013,Baruharjo,Jawa Timur,SANSKRIT,-harjo
35.03.13.2014,Karanganom,Jawa Timur,PRE_HINDU,[karang]
35.03.14.2001,Puru,Jawa Timur,UNKNOWN,
35.03.14.2002,Wonokerto,Jawa Timur,PRE_HINDU,wono-
35.03.14.2003,Nglebo,Jawa Timur,UNKNOWN,
35.03.14.2004,Ngrandu,Jawa Timur,UNKNOWN,
35.03.14.2005,Gamping,Jawa Timur,UNKNOWN,
35.03.14.2006,Suruh,Jawa Timur,UNKNOWN,
35.03.14.2007,Mlinjon,Jawa Timur,UNKNOWN,
35.04.01.1001,Kedungsoko,Jawa Timur,PRE_HINDU,kedung-
35.04.01.1002,Tertek,Jawa Timur,UNKNOWN,
35.04.01.1003,Karangwaru,Jawa Timur,PRE_HINDU,[karang]
35.04.01.1004,Tamanan,Jawa Timur,UNKNOWN,
35.04.01.1005,Jepun,Jawa Timur,UNKNOWN,
35.04.01.1006,Bago,Jawa Timur,UNKNOWN,
35.04.01.1007,Kepatihan,Jawa Timur,UNKNOWN,
35.04.01.1008,Kenayan,Jawa Timur,UNKNOWN,
35.04.01.1009,Kampungdalem,Jawa Timur,PRE_HINDU,kampung-
35.04.01.1010,Kauman,Jawa Timur,PRE_HINDU,ka-...-an (kauman)
35.04.01.1011,Kutoanyar,Jawa Timur,UNKNOWN,
35.04.01.1012,Sembung,Jawa Timur,UNKNOWN,
35.04.01.1013,Panggungrejo,Jawa Timur,SANSKRIT,-rejo
35.04.01.1014,Botoran,Jawa Timur,UNKNOWN,
35.04.02.2001,Wajak Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.04.02.2002,Sanggrahan,Jawa Timur,SANSKRIT,[graha]
35.04.02.2003,Pucung Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.04.02.2004,Boyolangu,Jawa Timur,UNKNOWN,
35.04.02.2005,Ngranti,Jawa Timur,UNKNOWN,
35.04.02.2006,Kendalbulur,Jawa Timur,UNKNOWN,
35.04.02.2007,Bono,Jawa Timur,UNKNOWN,
35.04.02.2008,Waung,Jawa Timur,UNKNOWN,
35.04.02.2009,Moyoketen,Jawa Timur,UNKNOWN,
35.04.02.2010,Wajak Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.04.02.2011,Karangrejo,Jawa Timur,MIXED,-rejo; [karang]
35.04.02.2012,Kepuh,Jawa Timur,UNKNOWN,
35.04.02.2013,Tanjungsari,Jawa Timur,MIXED,-sari; [tanjung]
35.04.02.2014,Serut,Jawa Timur,UNKNOWN,
35.04.02.2015,Beji,Jawa Timur,UNKNOWN,
35.04.02.2016,Sobontoro,Jawa Timur,UNKNOWN,
35.04.02.2017,Gedangsewu,Jawa Timur,UNKNOWN,
35.04.03.2001,Plosokandang,Jawa Timur,UNKNOWN,
35.04.03.2002,Tunggulsari,Jawa Timur,SANSKRIT,-sari
35.04.03.2003,Ringinpitu,Jawa Timur,UNKNOWN,
35.04.03.2004,Loderesan,Jawa Timur,UNKNOWN,
35.04.03.2005,Bulusari,Jawa Timur,SANSKRIT,-sari
35.04.03.2006,Bangoan,Jawa Timur,UNKNOWN,
35.04.03.2007,Boro,Jawa Timur,UNKNOWN,
35.04.03.2008,Tapan,Jawa Timur,UNKNOWN,
35.04.03.2009,Rejoagung,Jawa Timur,SANSKRIT,-agung; [rejo]
35.04.03.2010,Kedungwaru,Jawa Timur,PRE_HINDU,kedung-
35.04.03.2011,Plandaan,Jawa Timur,UNKNOWN,
35.04.03.2012,Ketanon,Jawa Timur,UNKNOWN,
35.04.03.2013,Tawangsari,Jawa Timur,SANSKRIT,-sari
35.04.03.2014,Mangunsari,Jawa Timur,SANSKRIT,-sari
35.04.03.2015,Winong,Jawa Timur,UNKNOWN,
35.04.03.2016,Majan,Jawa Timur,UNKNOWN,
35.04.03.2017,Simo,Jawa Timur,UNKNOWN,
35.04.03.2018,Gendingan,Jawa Timur,UNKNOWN,
35.04.03.2019,Ngujang,Jawa Timur,UNKNOWN,
35.04.04.2001,Pakel,Jawa Timur,UNKNOWN,
35.04.04.2002,Pucung Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.04.04.2003,Srikaton,Jawa Timur,SANSKRIT,sri-
35.04.04.2004,Padangan,Jawa Timur,UNKNOWN,
35.04.04.2005,Banjarsari,Jawa Timur,MIXED,-sari; banjar-
35.04.04.2006,Pulerejo,Jawa Timur,SANSKRIT,-rejo
35.04.04.2007,Bendosari,Jawa Timur,SANSKRIT,-sari
35.04.04.2008,Ngantru,Jawa Timur,UNKNOWN,
35.04.04.2009,Mojoagung,Jawa Timur,SANSKRIT,-agung
35.04.04.2010,Batokan,Jawa Timur,UNKNOWN,
35.04.04.2011,Kepuhrejo,Jawa Timur,SANSKRIT,-rejo
35.04.04.2012,Pojok,Jawa Timur,UNKNOWN,
35.04.04.2013,Pinggirsari,Jawa Timur,SANSKRIT,-sari
35.04.05.2001,Bolorejo,Jawa Timur,SANSKRIT,-rejo
35.04.05.2002,Kauman,Jawa Timur,PRE_HINDU,ka-...-an (kauman)
35.04.05.2003,Balerejo,Jawa Timur,SANSKRIT,-rejo
35.04.05.2004,Batangsaren,Jawa Timur,UNKNOWN,
35.04.05.2005,Panggungrejo,Jawa Timur,SANSKRIT,-rejo
35.04.05.2006,Kalangbret,Jawa Timur,UNKNOWN,
35.04.05.2007,Sidorejo,Jawa Timur,SANSKRIT,-rejo
35.04.05.2008,Mojosari,Jawa Timur,SANSKRIT,-sari
35.04.05.2009,Karanganom,Jawa Timur,PRE_HINDU,[karang]
35.04.05.2010,Pucangan,Jawa Timur,UNKNOWN,
35.04.05.2011,Kates,Jawa Timur,UNKNOWN,
35.04.05.2012,Banaran,Jawa Timur,UNKNOWN,
35.04.05.2013,Jatimulyo,Jawa Timur,MIXED,-mulyo; jati-
35.04.06.2001,Wonorejo,Jawa Timur,MIXED,-rejo; wono-
35.04.06.2002,Kedungcangkring,Jawa Timur,PRE_HINDU,kedung-
35.04.06.2003,Mulyosari,Jawa Timur,SANSKRIT,-sari; [mulyo]
35.04.06.2004,Segawe,Jawa Timur,UNKNOWN,
35.04.06.2005,Samar,Jawa Timur,UNKNOWN,
35.04.06.2006,Penjor,Jawa Timur,UNKNOWN,
35.04.06.2007,Pagerwojo,Jawa Timur,UNKNOWN,
35.04.06.2008,Kradinan,Jawa Timur,UNKNOWN,
35.04.06.2009,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.04.06.2010,Gondanggunung,Jawa Timur,UNKNOWN,
35.04.06.2011,Gambiran,Jawa Timur,UNKNOWN,
35.04.07.2001,Kedoyo,Jawa Timur,UNKNOWN,
35.04.07.2002,Nglutung,Jawa Timur,UNKNOWN,
35.04.07.2003,Talang,Jawa Timur,UNKNOWN,
35.04.07.2004,Krosok,Jawa Timur,UNKNOWN,
35.04.07.2005,Dono,Jawa Timur,UNKNOWN,
35.04.07.2006,Tugu,Jawa Timur,UNKNOWN,
35.04.07.2007,Picisan,Jawa Timur,UNKNOWN,
35.04.07.2008,Nyawangan,Jawa Timur,UNKNOWN,
35.04.07.2009,Sendang,Jawa Timur,PRE_HINDU,sendang-
35.04.07.2010,Nglurup,Jawa Timur,UNKNOWN,
35.04.07.2011,Geger,Jawa Timur,UNKNOWN,
35.04.08.2001,Bungur,Jawa Timur,UNKNOWN,
35.04.08.2002,Babadan,Jawa Timur,UNKNOWN,
35.04.08.2003,Sukowiyono,Jawa Timur,UNKNOWN,
35.04.08.2004,Sembon,Jawa Timur,UNKNOWN,
35.04.08.2005,Sukowidodo,Jawa Timur,UNKNOWN,
35.04.08.2006,Tanjungsari,Jawa Timur,MIXED,-sari; [tanjung]
35.04.08.2007,Gedangan,Jawa Timur,UNKNOWN,
35.04.08.2008,Sukodono,Jawa Timur,UNKNOWN,
35.04.08.2009,Karangrejo,Jawa Timur,MIXED,-rejo; [karang]
35.04.08.2010,Sukorejo,Jawa Timur,SANSKRIT,-rejo
35.04.08.2011,Punjul,Jawa Timur,UNKNOWN,
35.04.08.2012,Jeli,Jawa Timur,UNKNOWN,
35.04.08.2013,Tulungrejo,Jawa Timur,SANSKRIT,-rejo
35.04.09.2001,Kendal,Jawa Timur,UNKNOWN,
35.04.09.2002,Tawing,Jawa Timur,UNKNOWN,
35.04.09.2003,Gondosuli,Jawa Timur,UNKNOWN,
35.04.09.2004,Dukuh,Jawa Timur,PRE_HINDU,dukuh-
35.04.09.2005,Sepatan,Jawa Timur,UNKNOWN,
35.04.09.2006,Macanbang,Jawa Timur,UNKNOWN,
35.04.09.2007,Kiping,Jawa Timur,UNKNOWN,
35.04.09.2008,Rejosari,Jawa Timur,SANSKRIT,-sari; [rejo]
35.04.09.2009,Bendo,Jawa Timur,UNKNOWN,
35.04.09.2010,Ngrendeng,Jawa Timur,UNKNOWN,
35.04.09.2011,Gondang,Jawa Timur,UNKNOWN,
35.04.09.2012,Bendungan,Jawa Timur,UNKNOWN,
35.04.09.2013,Notorejo,Jawa Timur,SANSKRIT,-rejo
35.04.09.2014,Sidem,Jawa Timur,UNKNOWN,
35.04.09.2015,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.04.09.2016,Blendis,Jawa Timur,UNKNOWN,
35.04.09.2017,Mojoarum,Jawa Timur,UNKNOWN,
35.04.09.2018,Tiudan,Jawa Timur,UNKNOWN,
35.04.09.2019,Jarakan,Jawa Timur,UNKNOWN,
35.04.09.2020,Wonokromo,Jawa Timur,PRE_HINDU,wono-
35.04.10.2001,Sambidoplang,Jawa Timur,UNKNOWN,
